2013-05-14 16:57:58;61078955;STUDY;###SUBJECT NAME komt hier te staan ###;;

2013-05-14 16:57:58;61078955;LOAD;There where 196 images selected and ready to be displayed.;;

2013-05-14 16:58:02;61082886;MRI_SYNC;;;

2013-05-14 16:58:04;61084696;START;;;

2013-05-14 16:59:03;61143882;SYNC;;;

2013-05-14 16:59:03;61143882;IMAGE;0;Sterretje1.bmp;2

2013-05-14 16:59:05;61145879;SYNC;;;

2013-05-14 16:59:05;61145879;IMAGE;1;Sterretje2.bmp;2

2013-05-14 16:59:07;61147876;SYNC;;;

2013-05-14 16:59:07;61147876;IMAGE;2;Sterretje1.bmp;2

2013-05-14 16:59:09;61149873;SYNC;;;

2013-05-14 16:59:09;61149888;IMAGE;3;Sterretje2.bmp;2

2013-05-14 16:59:11;61151885;SYNC;;;

2013-05-14 16:59:11;61151885;IMAGE;4;Sterretje1.bmp;2

2013-05-14 16:59:13;61153882;SYNC;;;

2013-05-14 16:59:13;61153882;IMAGE;5;Sterretje2.bmp;2

2013-05-14 16:59:15;61155879;SYNC;;;

2013-05-14 16:59:15;61155941;IMAGE;6;Sterretje1.bmp;2

2013-05-14 16:59:17;61157875;SYNC;;;

2013-05-14 16:59:17;61157875;IMAGE;7;Sterretje2.bmp;2

2013-05-14 16:59:19;61159872;SYNC;;;

2013-05-14 16:59:19;61159888;IMAGE;8;Sterretje1.bmp;2

2013-05-14 16:59:21;61161885;SYNC;;;

2013-05-14 16:59:21;61161885;IMAGE;9;Sterretje2.bmp;2

2013-05-14 16:59:23;61163881;SYNC;;;

2013-05-14 16:59:23;61163881;IMAGE;10;Sterretje1.bmp;2

2013-05-14 16:59:25;61165878;SYNC;;;

2013-05-14 16:59:25;61165878;IMAGE;11;Sterretje2.bmp;2

2013-05-14 16:59:27;61167875;SYNC;;;

2013-05-14 16:59:27;61167875;IMAGE;12;Sterretje1.bmp;2

2013-05-14 16:59:29;61169872;SYNC;;;

2013-05-14 16:59:29;61169887;IMAGE;13;Sterretje2.bmp;2

2013-05-14 16:59:31;61171884;SYNC;;;

2013-05-14 16:59:31;61171884;IMAGE;14;Sterretje1.bmp;2

2013-05-14 16:59:33;61173881;SYNC;;;

2013-05-14 16:59:33;61173881;IMAGE;15;Target_DN.bmp;2

2013-05-14 16:59:35;61175878;SYNC;;;

2013-05-14 16:59:35;61175878;IMAGE;16;Target_DN.bmp;2

2013-05-14 16:59:37;61177875;SYNC;;;

2013-05-14 16:59:37;61177890;IMAGE;17;LetterD.bmp;2

2013-05-14 16:59:39;61179294;BUTTON;RED;;

2013-05-14 16:59:39;61179871;SYNC;;;

2013-05-14 16:59:39;61179903;IMAGE;18;LetterM.bmp;2

2013-05-14 16:59:41;61181104;BUTTON;BLUE;;

2013-05-14 16:59:41;61181884;SYNC;;;

2013-05-14 16:59:41;61181884;IMAGE;19;LetterN.bmp;2

2013-05-14 16:59:42;61182835;BUTTON;RED;;

2013-05-14 16:59:43;61183881;SYNC;;;

2013-05-14 16:59:43;61183881;IMAGE;20;LetterF.bmp;2

2013-05-14 16:59:44;61184926;BUTTON;BLUE;;

2013-05-14 16:59:45;61185877;SYNC;;;

2013-05-14 16:59:45;61185877;IMAGE;21;LetterN.bmp;2

2013-05-14 16:59:47;61187281;BUTTON;RED;;

2013-05-14 16:59:47;61187874;SYNC;;;

2013-05-14 16:59:47;61187890;IMAGE;22;LetterG.bmp;2

2013-05-14 16:59:49;61189044;BUTTON;BLUE;;

2013-05-14 16:59:49;61189871;SYNC;;;

2013-05-14 16:59:49;61189887;IMAGE;23;LetterC.bmp;2

2013-05-14 16:59:51;61191369;BUTTON;BLUE;;

2013-05-14 16:59:51;61191883;SYNC;;;

2013-05-14 16:59:51;61191883;IMAGE;24;LetterD.bmp;2

2013-05-14 16:59:52;61192804;BUTTON;RED;;

2013-05-14 16:59:53;61193880;SYNC;;;

2013-05-14 16:59:53;61193911;IMAGE;25;LetterH.bmp;2

2013-05-14 16:59:55;61195081;BUTTON;BLUE;;

2013-05-14 16:59:55;61195877;SYNC;;;

2013-05-14 16:59:55;61195877;IMAGE;26;LetterJ.bmp;2

2013-05-14 16:59:57;61197016;BUTTON;BLUE;;

2013-05-14 16:59:57;61197874;SYNC;;;

2013-05-14 16:59:57;61197889;IMAGE;27;LetterM.bmp;2

2013-05-14 16:59:59;61199091;BUTTON;BLUE;;

2013-05-14 16:59:59;61199886;SYNC;;;

2013-05-14 16:59:59;61199886;IMAGE;28;LetterN.bmp;2

2013-05-14 17:00:00;61200947;BUTTON;RED;;

2013-05-14 17:00:01;61201883;SYNC;;;

2013-05-14 17:00:01;61201883;IMAGE;29;LetterK.bmp;2

2013-05-14 17:00:02;61202788;BUTTON;BLUE;;

2013-05-14 17:00:03;61203880;SYNC;;;

2013-05-14 17:00:03;61203880;IMAGE;30;Sterretje1.bmp;2

2013-05-14 17:00:05;61205877;SYNC;;;

2013-05-14 17:00:05;61205877;IMAGE;31;Sterretje2.bmp;2

2013-05-14 17:00:07;61207874;SYNC;;;

2013-05-14 17:00:07;61207889;IMAGE;32;Sterretje1.bmp;2

2013-05-14 17:00:09;61209886;SYNC;;;

2013-05-14 17:00:09;61209886;IMAGE;33;Sterretje2.bmp;2

2013-05-14 17:00:11;61211883;SYNC;;;

2013-05-14 17:00:11;61211883;IMAGE;34;Sterretje1.bmp;2

2013-05-14 17:00:13;61213880;SYNC;;;

2013-05-14 17:00:13;61213880;IMAGE;35;Sterretje2.bmp;2

2013-05-14 17:00:15;61215876;SYNC;;;

2013-05-14 17:00:15;61215876;IMAGE;36;Sterretje1.bmp;2

2013-05-14 17:00:17;61217873;SYNC;;;

2013-05-14 17:00:17;61217889;IMAGE;37;Sterretje2.bmp;2

2013-05-14 17:00:19;61219886;SYNC;;;

2013-05-14 17:00:19;61219886;IMAGE;38;Sterretje1.bmp;2

2013-05-14 17:00:21;61221882;SYNC;;;

2013-05-14 17:00:21;61221882;IMAGE;39;Sterretje2.bmp;2

2013-05-14 17:00:23;61223879;SYNC;;;

2013-05-14 17:00:23;61223879;IMAGE;40;Sterretje1.bmp;2

2013-05-14 17:00:25;61225876;SYNC;;;

2013-05-14 17:00:25;61225876;IMAGE;41;Sterretje2.bmp;2

2013-05-14 17:00:27;61227873;SYNC;;;

2013-05-14 17:00:27;61227888;IMAGE;42;Sterretje1.bmp;2

2013-05-14 17:00:29;61229885;SYNC;;;

2013-05-14 17:00:29;61229885;IMAGE;43;Sterretje2.bmp;2

2013-05-14 17:00:31;61231882;SYNC;;;

2013-05-14 17:00:31;61231882;IMAGE;44;Sterretje1.bmp;2

2013-05-14 17:00:33;61233879;SYNC;;;

2013-05-14 17:00:33;61233941;IMAGE;45;Target_MQT.bmp;2

